Date,Open,High,Low,Close,Volume USDT
2022-12-30 18:00:00,1195.55,1198.3,1194.02,1197.65,7280872.617015
2022-12-30 17:00:00,1195.52,1196.1,1193.86,1195.55,7571679.752998
2022-12-30 16:00:00,1195.07,1196.15,1192.77,1195.52,8841268.907095
2022-12-30 15:00:00,1189.32,1198.71,1187.46,1195.07,23827520.156707
2022-12-30 14:00:00,1190.65,1194.11,1181.08,1189.32,34936831.353171
2022-12-30 13:00:00,1192.17,1193.48,1189.82,1190.66,11717237.772936
2022-12-30 12:00:00,1190.69,1193.46,1188.57,1192.18,15778875.645629
2022-12-30 11:00:00,1190.94,1193.18,1190.3,1190.7,8992421.278175
2022-12-30 10:00:00,1192.71,1193.37,1190.59,1190.94,9549553.592701
2022-12-30 09:00:00,1191.07,1194.84,1191.07,1192.7,12081123.716809
2022-12-30 08:00:00,1188.26,1192.18,1188.16,1191.07,12131544.371104
2022-12-30 07:00:00,1193.87,1194.24,1184.59,1188.26,36793391.747176
2022-12-30 06:00:00,1193.98,1195.66,1193.09,1193.86,9550199.596123
2022-12-30 05:00:00,1197.89,1197.94,1191.48,1193.98,21312791.574166
2022-12-30 04:00:00,1197.59,1197.99,1195.9,1197.9,9837552.178365
2022-12-30 03:00:00,1197.68,1199.99,1196.12,1197.59,8605159.0984
2022-12-30 02:00:00,1195.99,1200.32,1195.18,1197.68,12194393.412436
2022-12-30 01:00:00,1200.03,1200.76,1195.2,1195.99,7255153.707224
2022-12-30 00:00:00,1200.48,1202.15,1198.8,1200.03,6794807.576058
2022-12-29 23:00:00,1197.81,1204.18,1197.08,1200.49,13975855.379569
2022-12-29 22:00:00,1195.11,1202.89,1194.21,1197.81,11949989.22447
2022-12-29 21:00:00,1196.38,1197.1,1194.14,1195.1,8049975.552824
2022-12-29 20:00:00,1198.44,1199.15,1191.48,1196.38,19058522.49553
2022-12-29 19:00:00,1200.34,1202.0,1196.12,1198.44,9429753.869698
2022-12-29 18:00:00,1197.86,1200.47,1195.68,1200.35,9281271.043745
2022-12-29 17:00:00,1200.93,1201.62,1195.03,1197.87,12093317.759883
2022-12-29 16:00:00,1201.18,1202.9,1198.76,1200.93,11840862.094128
2022-12-29 15:00:00,1202.06,1206.57,1201.0,1201.17,18528475.817761
2022-12-29 14:00:00,1200.5,1205.35,1199.64,1202.06,14472010.700835
2022-12-29 13:00:00,1199.23,1206.31,1198.16,1200.49,21557846.472265
2022-12-29 12:00:00,1198.84,1201.37,1197.71,1199.24,8640575.256756
2022-12-29 11:00:00,1199.58,1202.61,1198.78,1198.84,9225352.000428
2022-12-29 10:00:00,1199.21,1200.65,1197.17,1199.59,7460777.031094
2022-12-29 09:00:00,1192.08,1202.99,1191.88,1199.2,22023526.131044
2022-12-29 08:00:00,1194.96,1195.54,1190.19,1192.09,9676658.54525
2022-12-29 07:00:00,1193.9,1195.0,1192.12,1194.97,5669610.684751
2022-12-29 06:00:00,1195.33,1195.53,1193.1,1193.9,5562833.064481
2022-12-29 05:00:00,1195.66,1196.21,1193.24,1195.33,6574823.157232
2022-12-29 04:00:00,1194.96,1199.0,1193.65,1195.66,14501951.485
2022-12-29 03:00:00,1191.7,1194.96,1190.36,1194.95,10985032.575938
2022-12-29 02:00:00,1191.57,1192.08,1186.77,1191.69,20233523.891798
2022-12-29 01:00:00,1194.0,1194.72,1190.77,1191.57,9259659.937472
2022-12-29 00:00:00,1190.15,1195.45,1188.86,1194.0,18192903.041028
2022-12-28 23:00:00,1185.72,1191.49,1184.94,1190.15,17931251.930497
2022-12-28 22:00:00,1187.53,1188.94,1184.13,1185.71,12825605.536949
2022-12-28 21:00:00,1194.45,1194.61,1181.06,1187.54,42333269.995315
2022-12-28 20:00:00,1193.05,1195.06,1191.33,1194.44,8818377.258593
2022-12-28 19:00:00,1196.62,1198.24,1192.46,1193.04,11912281.710165
2022-12-28 18:00:00,1196.58,1201.01,1196.21,1196.63,16676216.280151
2022-12-28 17:00:00,1193.09,1197.7,1191.29,1196.58,12227477.456841
2022-12-28 16:00:00,1189.23,1194.11,1187.9,1193.08,13341563.934006
2022-12-28 15:00:00,1204.58,1208.15,1186.32,1189.24,48865201.261486
2022-12-28 14:00:00,1194.92,1208.0,1190.81,1204.58,51456292.498525
2022-12-28 13:00:00,1194.05,1196.51,1192.48,1194.92,8513014.382069
2022-12-28 12:00:00,1196.31,1197.09,1193.03,1194.05,8945984.817882
2022-12-28 11:00:00,1196.52,1197.91,1195.28,1196.3,6932502.101638
2022-12-28 10:00:00,1196.01,1198.32,1194.85,1196.51,9144482.798264
2022-12-28 09:00:00,1194.74,1198.29,1193.87,1196.01,10397508.484479
2022-12-28 08:00:00,1194.58,1197.49,1193.8,1194.74,9450211.340663
2022-12-28 07:00:00,1194.21,1196.36,1193.98,1194.59,7944694.430459
2022-12-28 06:00:00,1191.3,1194.5,1189.85,1194.21,10560443.021808
2022-12-28 05:00:00,1197.46,1198.19,1188.5,1191.31,26546876.895945
2022-12-28 04:00:00,1197.72,1199.78,1196.28,1197.46,7810973.15012
2022-12-28 03:00:00,1206.13,1206.53,1186.69,1197.72,60171068.086614
2022-12-28 02:00:00,1209.36,1210.92,1205.99,1206.12,9533452.541401
2022-12-28 01:00:00,1208.44,1215.78,1204.58,1209.36,15490161.668663
2022-12-28 00:00:00,1211.55,1213.06,1206.27,1208.44,12046995.409662
2022-12-27 23:00:00,1211.2,1213.79,1210.58,1211.55,8105297.853599
2022-12-27 22:00:00,1211.46,1214.41,1210.91,1211.2,8541164.872693
2022-12-27 21:00:00,1209.44,1212.16,1208.49,1211.46,6801110.923061
2022-12-27 20:00:00,1211.11,1211.9,1208.74,1209.45,7072581.460499
2022-12-27 19:00:00,1206.67,1211.32,1205.25,1211.1,11300089.996341
2022-12-27 18:00:00,1207.38,1208.34,1205.22,1206.67,12844429.788498
2022-12-27 17:00:00,1210.3,1211.95,1200.58,1207.37,26663118.544081
2022-12-27 16:00:00,1211.22,1212.95,1208.8,1210.31,12917577.024213
2022-12-27 15:00:00,1209.95,1217.7,1206.42,1211.22,29811822.304732
2022-12-27 14:00:00,1217.41,1218.7,1205.25,1209.95,42984418.324965
2022-12-27 13:00:00,1216.83,1218.72,1214.6,1217.41,9846473.84397
2022-12-27 12:00:00,1219.38,1219.44,1215.77,1216.83,9531432.296435
2022-12-27 11:00:00,1221.42,1221.55,1217.31,1219.38,8772642.322074
2022-12-27 10:00:00,1222.28,1223.51,1220.18,1221.42,11351353.556918
2022-12-27 09:00:00,1216.94,1222.49,1216.14,1222.28,13215559.293197
2022-12-27 08:00:00,1222.16,1222.17,1215.0,1216.95,18784592.503166
2022-12-27 07:00:00,1224.23,1224.23,1220.66,1222.16,7889155.378943
2022-12-27 06:00:00,1222.74,1224.31,1221.78,1224.22,6412632.884771
2022-12-27 05:00:00,1224.34,1224.7,1222.63,1222.74,5306062.484903
2022-12-27 04:00:00,1223.7,1224.5,1222.51,1224.34,5484102.050743
2022-12-27 03:00:00,1224.57,1224.75,1221.86,1223.69,7347079.570443
2022-12-27 02:00:00,1223.2,1225.4,1223.2,1224.57,9114791.534829
2022-12-27 01:00:00,1224.62,1226.21,1221.7,1223.21,10134075.76088
2022-12-27 00:00:00,1228.12,1233.73,1221.79,1224.62,28868574.968755
2022-12-26 23:00:00,1218.57,1231.09,1216.52,1228.11,26083104.004545
2022-12-26 22:00:00,1216.93,1219.14,1216.28,1218.57,4332450.94573
2022-12-26 21:00:00,1217.4,1219.29,1215.54,1216.93,7090916.839122
2022-12-26 20:00:00,1217.53,1218.41,1216.32,1217.39,3829760.037155
2022-12-26 19:00:00,1213.85,1220.66,1213.55,1217.52,9307003.682387
2022-12-26 18:00:00,1214.86,1215.49,1212.79,1213.85,5421920.038192
2022-12-26 17:00:00,1216.7,1216.71,1213.98,1214.86,6999377.299394
2022-12-26 16:00:00,1215.38,1217.37,1213.63,1216.71,7097135.910996
2022-12-26 15:00:00,1216.86,1216.86,1213.44,1215.37,9389317.713749
2022-12-26 14:00:00,1215.78,1217.34,1214.39,1216.85,7821848.285726
2022-12-26 13:00:00,1219.7,1220.0,1211.67,1215.78,20879212.387491
2022-12-26 12:00:00,1220.42,1220.82,1219.22,1219.7,4845733.298157
2022-12-26 11:00:00,1219.01,1221.49,1218.59,1220.42,7011743.54421
2022-12-26 10:00:00,1219.24,1223.06,1219.0,1219.0,9355934.793272
2022-12-26 09:00:00,1219.48,1221.08,1218.62,1219.24,4119643.802599
2022-12-26 08:00:00,1220.68,1220.96,1218.23,1219.49,5874389.545991
2022-12-26 07:00:00,1219.25,1221.1,1218.88,1220.69,5709260.9716
2022-12-26 06:00:00,1219.92,1220.6,1218.12,1219.25,6515136.701939
2022-12-26 05:00:00,1220.29,1222.25,1219.76,1219.92,5561489.99544
2022-12-26 04:00:00,1220.92,1223.43,1219.54,1220.29,8060764.474022
2022-12-26 03:00:00,1222.01,1222.75,1219.59,1220.91,8221722.537442
2022-12-26 02:00:00,1221.35,1224.2,1219.79,1222.01,9798341.210183
2022-12-26 01:00:00,1218.38,1222.33,1217.67,1221.35,8559778.20919
2022-12-26 00:00:00,1218.52,1219.57,1216.81,1218.39,6503494.951363
2022-12-25 23:00:00,1217.31,1219.26,1215.84,1218.51,9880489.10541
2022-12-25 22:00:00,1218.75,1222.59,1215.75,1217.31,15668383.98269
2022-12-25 21:00:00,1206.34,1225.0,1205.88,1218.74,33765182.857584
2022-12-25 20:00:00,1209.52,1209.52,1204.15,1206.34,8762608.480661
2022-12-25 19:00:00,1209.05,1209.61,1195.22,1209.51,36555699.789558
2022-12-25 18:00:00,1209.31,1210.62,1208.12,1209.04,5259182.597367
2022-12-25 17:00:00,1211.68,1212.09,1209.03,1209.31,5798108.418863
2022-12-25 16:00:00,1210.91,1212.68,1207.02,1211.67,9446241.464718
2022-12-25 15:00:00,1214.25,1217.66,1209.71,1210.91,20128887.009221
2022-12-25 14:00:00,1218.09,1218.36,1193.18,1214.24,64865241.162911
2022-12-25 13:00:00,1218.38,1218.87,1217.21,1218.09,5511596.286043
2022-12-25 12:00:00,1217.55,1219.07,1216.67,1218.39,5207591.054693
2022-12-25 11:00:00,1218.87,1219.28,1217.34,1217.54,7314876.503295
2022-12-25 10:00:00,1221.01,1221.14,1217.99,1218.87,4461424.502421
2022-12-25 09:00:00,1220.05,1222.34,1220.05,1221.01,7918720.042455
2022-12-25 08:00:00,1219.81,1220.47,1219.65,1220.05,3479304.862926
2022-12-25 07:00:00,1219.21,1220.82,1218.12,1219.8,3581796.104461
2022-12-25 06:00:00,1218.92,1219.31,1218.01,1219.21,2512389.520174
2022-12-25 05:00:00,1219.01,1219.64,1215.69,1218.91,10936890.648368
2022-12-25 04:00:00,1221.36,1221.37,1218.85,1219.0,4385696.408727
2022-12-25 03:00:00,1220.15,1222.27,1220.11,1221.37,2817326.776359
2022-12-25 02:00:00,1221.85,1222.21,1219.9,1220.15,3608694.597742
2022-12-25 01:00:00,1221.62,1224.31,1221.61,1221.85,6104165.916106
2022-12-25 00:00:00,1220.42,1221.71,1219.77,1221.62,2862856.618696
2022-12-24 23:00:00,1218.57,1221.98,1218.02,1220.41,5075477.337213
2022-12-24 22:00:00,1218.92,1220.18,1218.03,1218.57,6547532.89401
2022-12-24 21:00:00,1221.86,1222.59,1218.15,1218.92,8958542.228503
2022-12-24 20:00:00,1223.6,1223.87,1221.55,1221.85,6650440.815239
2022-12-24 19:00:00,1221.94,1227.99,1221.93,1223.6,16372322.275432
2022-12-24 18:00:00,1219.85,1222.17,1219.8,1221.94,6780080.594536
2022-12-24 17:00:00,1219.01,1220.23,1218.74,1219.85,5383705.400842
2022-12-24 16:00:00,1219.14,1219.58,1217.63,1219.01,6089202.648107
2022-12-24 15:00:00,1218.39,1219.32,1218.06,1219.15,3387023.874671
2022-12-24 14:00:00,1218.03,1219.46,1217.78,1218.39,4197024.324208
2022-12-24 13:00:00,1217.79,1219.23,1217.79,1218.02,2993018.656669
2022-12-24 12:00:00,1219.54,1219.54,1217.79,1217.79,5409020.582794
2022-12-24 11:00:00,1218.2,1220.16,1218.15,1219.54,9805507.114115
2022-12-24 10:00:00,1218.3,1218.82,1218.02,1218.2,2440270.892402
2022-12-24 09:00:00,1218.27,1219.2,1216.79,1218.3,6721231.782033
2022-12-24 08:00:00,1220.45,1221.01,1218.04,1218.27,7992978.174862
2022-12-24 07:00:00,1216.83,1220.97,1216.63,1220.44,8274426.13492
2022-12-24 06:00:00,1216.81,1217.02,1214.69,1216.83,4993595.271792
2022-12-24 05:00:00,1217.48,1217.71,1215.03,1216.8,6748022.58514
2022-12-24 04:00:00,1218.84,1219.03,1217.22,1217.47,4195743.406103
2022-12-24 03:00:00,1216.75,1219.0,1216.66,1218.83,5983711.168697
2022-12-24 02:00:00,1215.96,1217.57,1215.15,1216.76,5542646.336087
2022-12-24 01:00:00,1219.2,1219.62,1215.88,1215.97,6047018.564331
2022-12-24 00:00:00,1219.98,1221.2,1219.2,1219.2,4275795.610773
2022-12-23 23:00:00,1218.42,1220.97,1218.24,1219.99,5414994.945412
2022-12-23 22:00:00,1221.52,1221.54,1217.21,1218.43,6787601.911357
2022-12-23 21:00:00,1219.82,1222.49,1217.95,1221.53,7431083.10984
2022-12-23 20:00:00,1219.99,1220.98,1216.92,1219.82,8218521.392756
2022-12-23 19:00:00,1218.45,1220.52,1217.63,1219.98,6296450.496219
2022-12-23 18:00:00,1218.85,1221.21,1217.4,1218.45,7579679.728173
2022-12-23 17:00:00,1217.53,1220.22,1216.73,1218.84,6695654.861572
2022-12-23 16:00:00,1219.15,1219.78,1216.04,1217.53,8980630.235205
2022-12-23 15:00:00,1215.29,1224.47,1214.09,1219.15,21523102.80384
2022-12-23 14:00:00,1220.79,1222.2,1212.67,1215.3,30564794.038858
2022-12-23 13:00:00,1224.75,1231.99,1210.0,1220.8,76839493.078492
2022-12-23 12:00:00,1222.99,1224.76,1221.24,1224.75,12617120.169455
2022-12-23 11:00:00,1224.27,1224.82,1222.04,1223.0,11356976.978665
2022-12-23 10:00:00,1219.37,1226.37,1218.9,1224.27,19293760.286087
2022-12-23 09:00:00,1218.48,1219.68,1216.9,1219.38,10269990.271496
2022-12-23 08:00:00,1221.84,1222.23,1215.78,1218.48,13857879.150393
2022-12-23 07:00:00,1221.4,1222.7,1220.97,1221.84,7323209.489286
2022-12-23 06:00:00,1221.17,1222.78,1219.76,1221.4,8417214.293271
2022-12-23 05:00:00,1223.5,1225.18,1220.21,1221.18,8448846.380059
2022-12-23 04:00:00,1223.98,1224.53,1221.08,1223.51,12584936.327341
2022-12-23 03:00:00,1224.63,1229.35,1222.36,1223.99,19112209.280326
2022-12-23 02:00:00,1217.05,1228.0,1215.82,1224.63,17319217.907732
2022-12-23 01:00:00,1215.27,1217.45,1214.74,1217.06,5621736.076278
2022-12-23 00:00:00,1217.72,1218.94,1214.77,1215.27,7591505.465397
2022-12-22 23:00:00,1215.93,1218.45,1214.95,1217.71,8404687.742065
2022-12-22 22:00:00,1215.04,1218.95,1213.14,1215.93,9182509.204113
2022-12-22 21:00:00,1217.36,1218.58,1213.85,1215.04,12095910.930979
2022-12-22 20:00:00,1194.92,1237.99,1194.08,1217.37,77121009.990646
2022-12-22 19:00:00,1189.39,1194.92,1188.7,1194.91,9810564.448173
2022-12-22 18:00:00,1187.31,1190.87,1185.61,1189.39,8262605.173026
2022-12-22 17:00:00,1190.71,1191.33,1182.54,1187.31,18750130.12096
2022-12-22 16:00:00,1186.58,1191.08,1185.3,1190.7,15957263.837936
2022-12-22 15:00:00,1192.92,1193.14,1184.21,1186.59,39402721.846267
2022-12-22 14:00:00,1210.26,1211.44,1190.69,1192.92,58646187.465016
2022-12-22 13:00:00,1215.35,1216.34,1208.01,1210.25,25840132.031424
2022-12-22 12:00:00,1217.49,1218.56,1215.07,1215.35,7086686.677747
2022-12-22 11:00:00,1217.05,1219.56,1215.05,1217.49,9983292.00095
2022-12-22 10:00:00,1218.69,1220.77,1216.8,1217.04,6920652.537088
2022-12-22 09:00:00,1215.39,1221.63,1214.26,1218.68,19651784.157226
2022-12-22 08:00:00,1213.86,1218.86,1212.11,1215.38,14948441.247193
2022-12-22 07:00:00,1211.12,1213.95,1209.52,1213.86,7570177.787307
2022-12-22 06:00:00,1211.14,1212.16,1209.53,1211.11,7946511.034022
2022-12-22 05:00:00,1211.75,1212.42,1209.65,1211.13,7595382.943749
2022-12-22 04:00:00,1214.8,1215.05,1210.93,1211.74,13071189.214295
2022-12-22 03:00:00,1214.59,1215.71,1213.56,1214.81,6364438.03237
2022-12-22 02:00:00,1212.76,1214.7,1211.89,1214.59,4661875.022071
2022-12-22 01:00:00,1217.63,1218.21,1212.45,1212.77,6477987.17692
2022-12-22 00:00:00,1213.78,1217.67,1211.83,1217.64,10767956.145166
2022-12-21 23:00:00,1209.67,1215.07,1208.27,1213.78,11549494.037016
2022-12-21 22:00:00,1211.92,1211.92,1209.67,1209.67,4973897.170048
2022-12-21 21:00:00,1209.72,1212.12,1208.99,1211.91,6774212.964337
2022-12-21 20:00:00,1208.59,1209.93,1207.05,1209.72,9815147.378419
2022-12-21 19:00:00,1209.89,1211.58,1206.42,1208.58,8566009.094385
2022-12-21 18:00:00,1211.58,1212.65,1208.87,1209.9,6930983.048191
2022-12-21 17:00:00,1208.68,1211.59,1207.0,1211.59,12308071.665939
2022-12-21 16:00:00,1215.6,1216.11,1208.37,1208.68,15092059.809403
2022-12-21 15:00:00,1211.11,1216.22,1208.81,1215.6,16027513.335016
2022-12-21 14:00:00,1214.99,1223.39,1205.16,1211.1,32980779.825023
2022-12-21 13:00:00,1213.23,1216.36,1209.62,1214.99,12202035.680813
2022-12-21 12:00:00,1216.62,1217.31,1212.94,1213.24,9810063.764346
2022-12-21 11:00:00,1216.77,1218.13,1213.85,1216.61,6523970.553393
2022-12-21 10:00:00,1215.27,1219.17,1214.61,1216.77,8070876.205854
2022-12-21 09:00:00,1215.35,1217.31,1213.64,1215.26,9140849.488031
2022-12-21 08:00:00,1210.93,1218.97,1207.46,1215.34,22079116.29387
2022-12-21 07:00:00,1211.7,1214.08,1210.77,1210.93,8476224.061547
2022-12-21 06:00:00,1210.76,1213.08,1209.92,1211.7,6687993.261394
2022-12-21 05:00:00,1206.82,1212.73,1203.02,1210.75,34157077.045029
2022-12-21 04:00:00,1210.52,1211.0,1205.92,1206.83,11170048.912873
2022-12-21 03:00:00,1210.52,1211.18,1205.93,1210.53,9451788.645738
2022-12-21 02:00:00,1212.44,1213.2,1209.14,1210.52,8085066.334652
2022-12-21 01:00:00,1208.93,1213.45,1207.6,1212.45,8418822.78434
2022-12-21 00:00:00,1216.95,1218.96,1206.81,1208.94,18484517.766686
2022-12-20 23:00:00,1215.5,1221.0,1215.49,1216.94,12703584.36906
2022-12-20 22:00:00,1216.17,1217.5,1213.82,1215.49,8200005.135484
2022-12-20 21:00:00,1212.99,1216.74,1211.6,1216.16,7558047.541008
2022-12-20 20:00:00,1216.79,1219.99,1211.59,1212.98,16114885.169049
2022-12-20 19:00:00,1214.68,1218.58,1214.18,1216.78,14318425.854782
2022-12-20 18:00:00,1212.48,1217.8,1209.23,1214.68,14412128.732717
2022-12-20 17:00:00,1211.78,1213.84,1208.72,1212.49,9533206.326589
2022-12-20 16:00:00,1217.05,1218.39,1198.2,1211.78,33999960.458945
2022-12-20 15:00:00,1218.13,1230.47,1213.28,1217.04,55117866.874044
2022-12-20 14:00:00,1210.64,1224.43,1204.16,1218.13,50664078.893005
2022-12-20 13:00:00,1213.55,1214.96,1208.94,1210.65,15697319.05232
2022-12-20 12:00:00,1212.31,1217.73,1212.02,1213.54,18270871.900542
2022-12-20 11:00:00,1208.23,1219.08,1207.51,1212.31,27051590.95916
2022-12-20 10:00:00,1210.84,1211.29,1207.76,1208.23,11625729.825591
2022-12-20 09:00:00,1211.09,1212.08,1208.0,1210.84,14514476.567042
2022-12-20 08:00:00,1208.31,1212.16,1205.91,1211.1,17759904.452762
2022-12-20 07:00:00,1212.77,1213.64,1206.18,1208.31,14434544.311157
2022-12-20 06:00:00,1208.44,1213.87,1205.42,1212.77,16695350.35033
2022-12-20 05:00:00,1208.34,1210.82,1204.03,1208.44,18826162.213972
2022-12-20 04:00:00,1192.57,1215.28,1190.68,1208.35,52541409.472304
2022-12-20 03:00:00,1193.05,1198.96,1188.34,1192.57,27900790.032694
2022-12-20 02:00:00,1185.82,1198.14,1183.5,1193.06,38911746.622697
2022-12-20 01:00:00,1172.17,1192.59,1171.63,1185.82,43968583.914228
2022-12-20 00:00:00,1167.82,1175.27,1163.12,1172.17,20258477.650543
2022-12-19 23:00:00,1162.52,1169.68,1161.51,1167.82,18661447.321061
2022-12-19 22:00:00,1175.98,1176.2,1150.51,1162.52,41826572.661257
2022-12-19 21:00:00,1176.25,1181.34,1175.1,1175.99,11376408.898774
2022-12-19 20:00:00,1170.79,1176.98,1168.25,1176.26,10099202.819869
2022-12-19 19:00:00,1168.77,1174.68,1167.28,1170.8,12384770.237383
2022-12-19 18:00:00,1173.56,1177.89,1167.14,1168.77,17750367.109284
2022-12-19 17:00:00,1175.93,1176.87,1164.98,1173.56,27219893.62575
2022-12-19 16:00:00,1179.8,1182.21,1170.67,1175.93,26036645.79884
2022-12-19 15:00:00,1186.42,1188.34,1179.13,1179.79,11034210.427675
2022-12-19 14:00:00,1182.65,1189.54,1177.56,1186.43,20233240.984986
2022-12-19 13:00:00,1186.53,1188.32,1182.33,1182.66,9217032.770253
2022-12-19 12:00:00,1183.27,1188.19,1182.49,1186.54,11537031.816138
2022-12-19 11:00:00,1186.53,1186.78,1182.29,1183.28,8412672.677594
2022-12-19 10:00:00,1184.3,1188.38,1183.14,1186.53,10650214.611358
2022-12-19 09:00:00,1183.81,1185.87,1182.48,1184.3,9965285.656404
2022-12-19 08:00:00,1179.86,1184.09,1179.16,1183.81,8097430.266892
2022-12-19 07:00:00,1182.07,1182.44,1177.62,1179.86,6861075.798657
2022-12-19 06:00:00,1178.98,1182.43,1178.29,1182.07,6581004.117484
2022-12-19 05:00:00,1182.11,1182.79,1177.64,1178.97,8767778.860084
2022-12-19 04:00:00,1179.27,1184.41,1178.26,1182.11,8775606.99084
2022-12-19 03:00:00,1183.76,1184.47,1174.0,1179.27,24685409.161496
2022-12-19 02:00:00,1190.3,1190.39,1181.75,1183.77,13292597.18838
2022-12-19 01:00:00,1189.24,1194.61,1186.76,1190.3,10158131.325842
2022-12-19 00:00:00,1183.06,1195.0,1181.47,1189.25,15688959.248113
2022-12-18 23:00:00,1187.56,1193.87,1181.03,1183.06,12676976.412672
2022-12-18 22:00:00,1182.44,1194.5,1181.99,1187.57,16937875.005074
2022-12-18 21:00:00,1185.63,1187.17,1180.64,1182.45,8546274.716188
2022-12-18 20:00:00,1183.55,1186.8,1182.78,1185.62,9282575.105483
2022-12-18 19:00:00,1179.93,1183.56,1178.0,1183.56,8604463.979532
2022-12-18 18:00:00,1178.31,1191.08,1175.1,1179.93,31812066.715695
2022-12-18 17:00:00,1177.61,1178.39,1175.84,1178.32,6038928.695562
2022-12-18 16:00:00,1174.39,1178.29,1173.76,1177.62,6047430.442044
2022-12-18 15:00:00,1174.82,1176.14,1173.42,1174.39,6537952.026275
2022-12-18 14:00:00,1178.67,1179.49,1173.39,1174.82,16205434.513088
2022-12-18 13:00:00,1181.16,1181.37,1177.38,1178.67,11552683.624241
2022-12-18 12:00:00,1182.27,1183.96,1180.61,1181.17,12782741.112782
2022-12-18 11:00:00,1180.2,1184.54,1180.2,1182.28,14900311.920452
2022-12-18 10:00:00,1177.81,1181.95,1177.1,1180.2,11649072.576095
2022-12-18 09:00:00,1187.43,1187.66,1170.32,1177.8,27020292.578763
2022-12-18 08:00:00,1186.89,1188.4,1185.99,1187.43,7561611.545748
2022-12-18 07:00:00,1185.7,1187.71,1185.33,1186.89,8246101.111345
2022-12-18 06:00:00,1187.2,1187.21,1183.16,1185.69,9666274.780887
2022-12-18 05:00:00,1191.29,1191.91,1186.86,1187.2,11906904.852552
2022-12-18 04:00:00,1187.55,1199.54,1187.19,1191.29,31564264.795042
2022-12-18 03:00:00,1186.57,1187.72,1185.47,1187.54,5552295.001973
2022-12-18 02:00:00,1182.01,1186.58,1181.89,1186.58,4107626.449822
2022-12-18 01:00:00,1184.93,1185.27,1180.32,1182.01,8825928.244415
2022-12-18 00:00:00,1187.16,1188.8,1182.94,1184.93,10582341.147057
2022-12-17 23:00:00,1185.83,1190.03,1182.15,1187.16,18605600.999775
2022-12-17 22:00:00,1178.59,1187.82,1176.17,1185.84,11493082.714347
2022-12-17 21:00:00,1177.66,1181.68,1176.79,1178.59,9471863.778088
2022-12-17 20:00:00,1176.79,1179.14,1175.39,1177.66,4532617.015595
2022-12-17 19:00:00,1177.17,1179.83,1175.88,1176.79,6491353.402425
2022-12-17 18:00:00,1174.29,1179.4,1173.07,1177.17,8190092.364438
2022-12-17 17:00:00,1178.41,1179.34,1171.36,1174.29,15949163.372743
2022-12-17 16:00:00,1180.09,1180.1,1176.0,1178.42,7093254.769545
2022-12-17 15:00:00,1177.1,1181.9,1174.19,1180.09,13103967.672484
2022-12-17 14:00:00,1177.63,1182.6,1176.01,1177.09,12894059.882307
2022-12-17 13:00:00,1179.45,1180.39,1174.86,1177.63,17104918.771175
2022-12-17 12:00:00,1180.05,1182.68,1177.5,1179.45,12458843.37927
