Date,Open,High,Low,Close,Volume USDT
2022-12-31 23:00:00,16520.28,16551.24,16487.74,16542.4,82171827.9808221
2022-12-31 22:00:00,16548.28,16567.49,16470.0,16520.81,110666927.657235
2022-12-31 21:00:00,16568.19,16571.64,16544.12,16548.28,59928028.0799369
2022-12-31 20:00:00,16570.14,16574.97,16564.09,16568.6,43448487.2189843
2022-12-31 19:00:00,16577.78,16590.06,16565.1,16570.14,67046046.9886939
2022-12-31 18:00:00,16581.45,16589.36,16571.8,16577.79,55390099.9166553
2022-12-31 17:00:00,16600.93,16604.37,16571.01,16582.08,80341047.1148167
2022-12-31 16:00:00,16590.1,16613.3,16581.24,16600.39,70865537.0612017
2022-12-31 15:00:00,16586.43,16625.79,16585.51,16590.1,92247796.9903985
2022-12-31 14:00:00,16600.89,16644.09,16580.7,16586.43,149725926.0935180
2022-12-31 13:00:00,16575.07,16606.84,16572.01,16600.89,118740362.3879570
2022-12-31 12:00:00,16567.52,16582.36,16547.12,16575.44,101245669.529093
2022-12-31 11:00:00,16565.74,16580.41,16563.3,16567.15,78503754.0875261
2022-12-31 10:00:00,16543.79,16573.8,16543.0,16566.03,89408036.8687164
2022-12-31 09:00:00,16554.05,16557.98,16540.01,16544.26,81776793.7467556
2022-12-31 08:00:00,16564.81,16583.9,16549.0,16554.05,94400558.5666746
2022-12-31 07:00:00,16546.43,16568.12,16542.36,16565.09,67717395.0934399
2022-12-31 06:00:00,16538.29,16556.67,16534.03,16546.71,64884843.313554
2022-12-31 05:00:00,16551.89,16566.37,16531.0,16538.76,75634685.829058
2022-12-31 04:00:00,16552.46,16555.59,16541.75,16551.89,53404328.9491107
2022-12-31 03:00:00,16576.18,16577.38,16550.01,16552.46,63182748.4842281
2022-12-31 02:00:00,16568.23,16579.79,16560.47,16575.94,59142421.5344344
2022-12-31 01:00:00,16580.32,16583.69,16562.36,16568.24,66416207.350944
2022-12-31 00:00:00,16607.48,16616.37,16578.0,16580.32,70757974.0751428
2022-12-30 23:00:00,16582.81,16618.75,16568.0,16607.48,82763701.4594465
2022-12-30 22:00:00,16585.06,16597.0,16577.57,16583.27,65520348.0580476
2022-12-30 21:00:00,16569.36,16677.35,16568.31,16585.06,147364179.8048710
2022-12-30 20:00:00,16525.91,16571.51,16523.91,16568.69,103471404.4001360
2022-12-30 19:00:00,16565.77,16570.53,16523.81,16525.37,97176299.800984
2022-12-30 18:00:00,16533.77,16574.61,16518.81,16565.77,106527999.6065150
2022-12-30 17:00:00,16545.86,16551.4,16517.08,16533.12,94240544.2386068
2022-12-30 16:00:00,16555.26,16577.0,16515.45,16545.86,129706684.0435690
2022-12-30 15:00:00,16414.18,16580.7,16400.4,16555.26,265017763.3964440
2022-12-30 14:00:00,16465.87,16500.44,16333.0,16413.4,246991158.86285100
2022-12-30 13:00:00,16494.14,16505.95,16457.63,16465.88,102210751.6120770
2022-12-30 12:00:00,16495.96,16507.92,16472.31,16494.58,122123033.9781930
2022-12-30 11:00:00,16488.87,16518.3,16484.0,16496.27,75046865.941323
2022-12-30 10:00:00,16517.55,16530.64,16485.51,16488.71,84926041.8389651
2022-12-30 09:00:00,16500.24,16531.1,16497.31,16517.21,85801158.6706779
2022-12-30 08:00:00,16475.1,16510.09,16458.25,16500.24,92634407.4222451
2022-12-30 07:00:00,16545.55,16546.38,16429.0,16474.93,194131518.57241600
2022-12-30 06:00:00,16554.39,16574.66,16534.52,16544.94,98115621.7021296
2022-12-30 05:00:00,16613.94,16614.54,16517.09,16554.39,108346747.9431520
2022-12-30 04:00:00,16598.79,16615.35,16590.86,16613.79,78179659.0035226
2022-12-30 03:00:00,16603.63,16615.55,16582.95,16599.08,72129241.4276167
2022-12-30 02:00:00,16608.63,16624.4,16579.75,16604.06,110386995.3009000
2022-12-30 01:00:00,16629.52,16635.81,16601.24,16608.63,80565060.5885513
2022-12-30 00:00:00,16633.47,16648.77,16617.74,16629.52,83453869.0517856
2022-12-29 23:00:00,16619.56,16654.51,16612.39,16633.47,117914938.5274700
2022-12-29 22:00:00,16599.53,16639.0,16595.09,16619.56,96382521.4878707
2022-12-29 21:00:00,16599.24,16614.88,16590.76,16599.54,79601405.7300911
2022-12-29 20:00:00,16612.4,16618.63,16555.57,16599.24,162768039.4768550
